x,y,z,Site,Atom
1.8892500000000003,4.67875,0.0,O1,O
1.3179408000000004,2.1653255,0.022558400000000003,O2,O
3.7785,2.9101825,0.6034372,O3,O
1.8061230000000004,3.5614645,2.25584,O4,O
2.4764289000000006,5.835337,3.52475,O5,O
5.199673347717185e-16,4.966961,3.52475,O6,O
4.3165738052946335e-16,4.3165738052946335e-16,7.0495,O7,O
6.670379243366222e-16,1.6375625000000005,9.255993499999999,O8,O
2.2225137,3.2900970000000003,0.7275084,T1,Si
1.5476736000000006,4.5196724999999995,3.52475,T2,Si
5.597976615419111e-16,1.4878425000000004,7.654347100000001,T3,Si
1.204336583074554e-15,16.143559,3.52475,T4,Si
5.667750000000001,14.036249999999999,0.0,O1,O
5.096440800000001,11.5228255,0.022558400000000003,O2,O
7.557000000000001,12.2676825,0.6034372,O3,O
5.5846230000000014,12.9189645,2.25584,O4,O
6.254928900000001,15.192837,3.52475,O5,O
3.778500000000001,14.324461000000001,3.52475,O6,O
3.778500000000001,9.3575,7.0495,O7,O
3.7785000000000015,10.9950625,9.255993499999999,O8,O
6.0010137000000014,12.647597,0.7275084,T1,Si
5.326173600000001,13.8771725,3.52475,T2,Si
3.778500000000001,10.845342500000001,7.654347100000001,T3,Si
3.7785000000000006,6.786059000000001,3.52475,T4,Si
5.66775,4.67875,0.0,O1,O
6.239059200000001,2.1653255,0.022558400000000003,O2,O
5.750877,3.5614645,2.25584,O4,O
5.0805711,5.835337,3.52475,O5,O
5.3344863,3.2900970000000003,0.7275084,T1,Si
6.009326400000001,4.5196724999999995,3.52475,T2,Si
1.889250000000001,14.036249999999999,0.0,O1,O
2.460559200000001,11.5228255,0.022558400000000003,O2,O
7.881287771023721e-16,12.2676825,0.6034372,O3,O
1.9723770000000014,12.9189645,2.25584,O4,O
1.3020711000000011,15.192837,3.52475,O5,O
1.555986300000001,12.647597,0.7275084,T1,Si
2.230826400000001,13.8771725,3.52475,T2,Si
1.8892500000000014,14.036249999999999,7.0495,O1,O
1.3179408000000017,16.5496745,7.0720584,O2,O
3.7785000000000015,15.8048175,7.652937199999999,O3,O
