x,y,z,Site,Atom
1.3798170519000008,11.0908079517,2.22138152,T1,Si
0.35150714400000105,12.9984917664,4.36338144,T2,Si
0.4677166179000003,4.8394352097,0.0,T3,Si
2.5716080840999997,2.7387254892,0.0,T4,Si
1.8488972751000008,12.3407794767,1.3193932800000001,O1,O
0.5721081792000009,11.6617040373,3.4914871200000004,O2,O
2.6655453381000007,10.241130338100001,2.6916286400000002,O3,O
0.4363536960000007,10.143556803300001,1.3218813600000001,O4,O
1.0811874912000004,3.3493176402000002,0.0,O5,O
1.6642045128000005,5.911380487200001,0.0,O6,O
3.6168873024000003,3.9586976976000003,0.0,O7,O
1.5096625788000013,14.065437157800002,4.02666128,O8,O
0.4148390346000012,12.6112278612,5.924,O9,O
13.7713529481,4.060362048299999,2.22138152,T1,Si
14.799662856000001,2.1526782336,4.36338144,T2,Si
14.683453382100002,10.311734790300001,0.0,T3,Si
12.579561915900001,12.4124445108,0.0,T4,Si
13.302272724900002,2.8103905233000006,1.3193932800000001,O1,O
14.5790618208,3.4894659627,3.4914871200000004,O2,O
12.4856246619,4.9100396619,2.6916286400000002,O3,O
14.714816304,5.0076131966999995,1.3218813600000001,O4,O
14.0699825088,11.8018523598,0.0,O5,O
13.4869654872,9.2397895128,0.0,O6,O
11.5342826976,11.1924723024,0.0,O7,O
13.641507421200002,1.0857328421999994,4.02666128,O8,O
14.7363309654,2.5399421388000007,5.924,O9,O
8.9554020519,11.6359470483,2.22138152,T1,Si
7.927092144000001,9.7282632336,4.36338144,T2,Si
8.0433016179,2.7361497903,0.0,T3,Si
10.1471930841,4.8368595108,0.0,T4,Si
9.424482275099999,10.3859755233,1.3193932800000001,O1,O
8.147693179200001,11.0650509627,3.4914871200000004,O2,O
10.241130338100001,12.4856246619,2.6916286400000002,O3,O
8.011938696000001,12.5831981967,1.3218813600000001,O4,O
8.6567724912,4.2262673598,0.0,O5,O
9.2397895128,1.6642045128,0.0,O6,O
11.1924723024,3.6168873024,0.0,O7,O
9.085247578799999,8.661317842199999,4.02666128,O8,O
7.9904240346,10.115527138800001,5.924,O9,O
6.1957679481,3.5152229517000007,2.22138152,T1,Si
7.224077856,5.422906766400001,4.36338144,T2,Si
7.107868382100001,12.4150202097,0.0,T3,Si
5.003976915900001,10.3143104892,0.0,T4,Si
5.7266877249000006,4.765194476699998,1.3193932800000001,O1,O
7.0034768208,4.0861190373,3.4914871200000004,O2,O
4.9100396619,2.665545338100002,2.6916286400000002,O3,O
7.139231304,2.567971803300002,1.3218813600000001,O4,O
6.494397508800001,10.924902640200001,0.0,O5,O
5.9113804872000015,13.4869654872,0.0,O6,O
3.9586976976000012,11.5342826976,0.0,O7,O
6.0659224212,6.4898521578,4.02666128,O8,O
7.1607459654,5.0356428612,5.924,O9,O
4.060362048299999,1.3798170519000001,2.22138152,T1,Si
2.1526782336,0.35150714400000027,4.36338144,T2,Si
10.311734790300001,0.4677166179,0.0,T3,Si
12.4124445108,2.5716080840999997,0.0,T4,Si
2.8103905233000006,1.8488972751000001,1.3193932800000001,O1,O
3.4894659627,0.5721081792000002,3.4914871200000004,O2,O
5.0076131966999995,0.43635369600000007,1.3218813600000001,O4,O
11.8018523598,1.0811874912000001,0.0,O5,O
1.0857328421999994,1.5096625788000004,4.02666128,O8,O
2.5399421388000007,0.41483903460000043,5.924,O9,O
11.0908079517,13.7713529481,2.22138152,T1,Si
12.998491766400003,14.799662856000001,4.36338144,T2,Si
4.839435209700001,14.683453382100002,0.0,T3,Si
2.738725489200001,12.579561915900001,0.0,T4,Si
12.3407794767,13.302272724900002,1.3193932800000001,O1,O
11.661704037300002,14.5790618208,3.4914871200000004,O2,O
10.143556803300003,14.714816304,1.3218813600000001,O4,O
3.349317640200001,14.0699825088,0.0,O5,O
14.065437157800002,13.641507421200002,4.02666128,O8,O
12.611227861200001,14.7363309654,5.924,O9,O
3.515222951700001,8.9554020519,2.22138152,T1,Si
5.4229067664000015,7.927092144,4.36338144,T2,Si
12.4150202097,8.0433016179,0.0,T3,Si
10.3143104892,10.1471930841,0.0,T4,Si
4.765194476699999,9.424482275099999,1.3193932800000001,O1,O
4.0861190373000005,8.147693179200001,3.4914871200000004,O2,O
2.5679718033000025,8.011938696000001,1.3218813600000001,O4,O
10.924902640200001,8.6567724912,0.0,O5,O
6.489852157800001,9.085247578799999,4.02666128,O8,O
5.035642861200001,7.990424034599999,5.924,O9,O
11.6359470483,6.1957679481,2.22138152,T1,Si
9.7282632336,7.224077856,4.36338144,T2,Si
2.7361497903000003,7.1078683821,0.0,T3,Si
4.8368595108,5.0039769159,0.0,T4,Si
10.3859755233,5.7266877249000006,1.3193932800000001,O1,O
11.0650509627,7.0034768208,3.4914871200000004,O2,O
12.5831981967,7.139231304,1.3218813600000001,O4,O
4.2262673598,6.4943975088000006,0.0,O5,O
8.661317842199999,6.0659224212,4.02666128,O8,O
10.115527138800001,7.1607459654,5.924,O9,O
13.7713529481,4.0603620483,9.626618480000001,T1,Si
14.799662856000001,2.1526782336,7.484618560000001,T2,Si
13.302272724900002,2.810390523300001,10.52860672,O1,O
14.5790618208,3.4894659627000006,8.35651288,O2,O
12.4856246619,4.910039661900001,9.156371360000001,O3,O
14.714816304,5.0076131967,10.526118640000002,O4,O
13.641507421200002,1.0857328421999997,7.82133872,O8,O
1.3798170519000013,11.0908079517,9.626618480000001,T1,Si
0.3515071440000012,12.9984917664,7.484618560000001,T2,Si
1.8488972751000015,12.3407794767,10.52860672,O1,O
0.5721081792000012,11.6617040373,8.35651288,O2,O
2.665545338100001,10.241130338100001,9.156371360000001,O3,O
0.4363536960000013,10.143556803300001,10.526118640000002,O4,O
1.5096625788000015,14.065437157800002,7.82133872,O8,O
6.195767948100001,3.515222951700001,9.626618480000001,T1,Si
7.224077856000001,5.4229067664000015,7.484618560000001,T2,Si
5.726687724900001,4.765194476699999,10.52860672,O1,O
7.0034768208000004,4.0861190373000005,8.35651288,O2,O
4.910039661900001,2.6655453381000025,9.156371360000001,O3,O
7.139231304000001,2.5679718033000025,10.526118640000002,O4,O
6.065922421200001,6.489852157800001,7.82133872,O8,O
8.9554020519,11.6359470483,9.626618480000001,T1,Si
7.927092144000002,9.7282632336,7.484618560000001,T2,Si
9.424482275099999,10.3859755233,10.52860672,O1,O
8.147693179200001,11.0650509627,8.35651288,O2,O
10.241130338100001,12.4856246619,9.156371360000001,O3,O
8.011938696000001,12.5831981967,10.526118640000002,O4,O
9.085247578799999,8.661317842199999,7.82133872,O8,O
11.0908079517,13.7713529481,9.626618480000001,T1,Si
12.998491766400003,14.799662856000001,7.484618560000001,T2,Si
12.3407794767,13.302272724900002,10.52860672,O1,O
11.661704037300002,14.5790618208,8.35651288,O2,O
10.143556803300003,14.714816304,10.526118640000002,O4,O
14.065437157800002,13.641507421200002,7.82133872,O8,O
