x,y,z,Site,Atom
2.4510042000000003,11.7775042,0.0,O4,O
1.4978359000000008,13.989749999999999,1.0932678,O5,O
16.3736034,16.3736034,7.907781600000001,O6,O
18.4832577,15.720748399999998,9.3871863,O7,O
17.5077058,13.989749999999999,7.618887000000001,O8,O
17.168221199999998,7.841721199999999,4.7205,O9,O
18.529890199999997,6.845650999999999,2.6548092000000003,O10,O
16.3232403,8.281932,2.2450698000000004,O11,O
18.511237199999997,9.4682628,3.1155300000000006,O12,O
1.2273674000000008,10.3412232,3.1835052000000004,T1,Si
17.785635499999998,12.415436799999998,7.9257195000000005,T2,Si
1.1975226000000008,15.5640632,0.8147583,T3,Si
16.2019958,2.4510041999999994,0.0,O4,O
13.989749999999999,1.4978358999999999,1.0932678,O5,O
11.605896600000001,16.3736034,7.907781600000001,O6,O
12.258751600000002,18.4832577,9.3871863,O7,O
13.98975,17.5077058,7.618887000000001,O8,O
1.4847788000000013,17.168221199999998,4.7205,O9,O
2.4808490000000014,18.529890199999997,2.6548092000000003,O10,O
1.044568000000001,16.3232403,2.2450698000000004,O11,O
18.511237199999997,18.511237199999997,3.1155300000000006,O12,O
17.6382768,1.2273674,3.1835052000000004,T1,Si
15.564063200000001,17.785635499999998,7.9257195000000005,T2,Si
12.415436799999998,1.1975225999999999,0.8147583,T3,Si
6.875495800000001,16.2019958,0.0,O4,O
7.828664100000001,13.989749999999999,1.0932678,O5,O
11.6058966,11.6058966,7.907781600000001,O6,O
9.496242299999999,12.2587516,9.3871863,O7,O
10.4717942,13.989749999999999,7.618887000000001,O8,O
10.8112788,1.4847788000000002,4.7205,O9,O
9.449609800000001,2.480849,2.6548092000000003,O10,O
11.6562597,1.044568,2.2450698000000004,O11,O
9.468262800000002,18.511237199999997,3.1155300000000006,O12,O
8.099132600000003,17.6382768,3.1835052000000004,T1,Si
10.1938645,15.5640632,7.9257195000000005,T2,Si
8.1289774,12.415436799999998,0.8147583,T3,Si
11.7775042,6.8754958,0.0,O4,O
13.989749999999999,7.8286641,1.0932678,O5,O
16.3736034,11.6058966,7.907781600000001,O6,O
15.720748399999998,9.496242299999999,9.3871863,O7,O
13.989749999999999,10.4717942,7.618887000000001,O8,O
7.8417212,10.8112788,4.7205,O9,O
6.845651,9.449609800000001,2.6548092000000003,O10,O
8.281932,11.6562597,2.2450698000000004,O11,O
9.4682628,9.4682628,3.1155300000000006,O12,O
10.3412232,8.0991326,3.1835052000000004,T1,Si
12.415436799999998,10.193864499999998,7.9257195000000005,T2,Si
15.5640632,8.1289774,0.8147583,T3,Si
6.875495800000001,11.7775042,0.0,O4,O
9.4962423,15.720748399999998,9.3871863,O7,O
10.8112788,7.841721199999999,4.7205,O9,O
9.449609800000001,6.845650999999999,2.6548092000000003,O10,O
11.6562597,8.281932,2.2450698000000004,O11,O
8.0991326,10.3412232,3.1835052000000004,T1,Si
10.193864499999998,12.415436799999998,7.9257195000000005,T2,Si
8.128977400000002,15.5640632,0.8147583,T3,Si
11.7775042,2.4510041999999994,0.0,O4,O
15.7207484,18.4832577,9.3871863,O7,O
7.8417212,17.168221199999998,4.7205,O9,O
6.845651,18.529890199999997,2.6548092000000003,O10,O
8.281932000000001,16.3232403,2.2450698000000004,O11,O
10.3412232,1.2273674,3.1835052000000004,T1,Si
12.4154368,17.785635499999998,7.9257195000000005,T2,Si
15.5640632,1.1975225999999999,0.8147583,T3,Si
2.4510042000000003,16.2019958,0.0,O4,O
18.4832577,12.2587516,9.3871863,O7,O
17.168221199999998,1.4847788000000002,4.7205,O9,O
18.529890199999997,2.480849,2.6548092000000003,O10,O
16.3232403,1.044568,2.2450698000000004,O11,O
1.2273674000000012,17.6382768,3.1835052000000004,T1,Si
17.785635499999998,15.5640632,7.9257195000000005,T2,Si
1.1975226000000005,12.415436799999998,0.8147583,T3,Si
16.2019958,6.8754958,0.0,O4,O
12.2587516,9.496242299999999,9.3871863,O7,O
1.4847788000000008,10.8112788,4.7205,O9,O
2.4808490000000005,9.449609800000001,2.6548092000000003,O10,O
1.0445680000000006,11.6562597,2.2450698000000004,O11,O
17.6382768,8.0991326,3.1835052000000004,T1,Si
15.5640632,10.193864499999998,7.9257195000000005,T2,Si
12.415436799999998,8.1289774,0.8147583,T3,Si
17.155164099999997,4.663250000000001,8.347732200000001,O5,O
2.279396599999999,2.279396599999999,1.5332184,O6,O
0.1697423000000001,2.9322516,0.05381370000000037,O7,O
1.1452942000000006,4.66325,1.8221129999999996,O8,O
0.12310980000000207,11.807348999999999,6.786190800000001,O10,O
2.3297597000000008,10.371068000000001,7.1959302,O11,O
0.14176280000000188,9.184737199999999,6.32547,O12,O
17.4256326,8.311776799999999,6.257494800000001,T1,Si
0.8673645000000001,6.2375632,1.5152804999999998,T2,Si
17.4554774,3.0889367999999995,8.6262417,T3,Si
4.6632500000000014,17.155164099999997,8.347732200000001,O5,O
7.047103400000002,2.279396599999999,1.5332184,O6,O
6.3942483999999995,0.16974229999999993,0.05381370000000037,O7,O
4.66325,1.1452942000000004,1.8221129999999996,O8,O
16.172151,0.12310980000000135,6.786190800000001,O10,O
17.608431999999997,2.3297597000000003,7.1959302,O11,O
0.14176280000000133,0.14176280000000133,6.32547,O12,O
1.0147232000000015,17.4256326,6.257494800000001,T1,Si
3.088936799999999,0.8673644999999998,1.5152804999999998,T2,Si
6.237563200000002,17.4554774,8.6262417,T3,Si
10.8243359,4.663250000000001,8.347732200000001,O5,O
7.047103400000002,7.047103400000002,1.5332184,O6,O
9.156757699999998,6.3942483999999995,0.05381370000000037,O7,O
8.1812058,4.66325,1.8221129999999996,O8,O
9.203390199999998,16.172151,6.786190800000001,O10,O
6.9967403,17.608431999999997,7.1959302,O11,O
9.184737199999999,0.14176280000000133,6.32547,O12,O
10.553867399999998,1.0147232000000004,6.257494800000001,T1,Si
8.4591355,3.088936799999999,1.5152804999999998,T2,Si
10.5240226,6.237563200000001,8.6262417,T3,Si
4.6632500000000014,10.8243359,8.347732200000001,O5,O
2.2793965999999997,7.047103400000002,1.5332184,O6,O
2.9322516000000003,9.156757699999998,0.05381370000000037,O7,O
4.663250000000001,8.1812058,1.8221129999999996,O8,O
11.807348999999999,9.203390199999996,6.786190800000001,O10,O
