x,y,z,Site,Atom
5.841342,4.2955302,0.0,O1,O
4.889657888354574,2.2251431999999998,1.3199351981906615,O2,O
1.2446964716136338e-16,2.0327436,0.0,O3,O
4.888705782162825,2.2251432,5.8387805919963265,O4,O
3.577312603998299,1.9365438000000004,3.5789999950939846,O5,O
3.5781214272071464,1.1001933374035703e-16,1.7966579975371804,O6,O
-6.877433262392355e-05,6.160969799999999,1.3134929981994923,O7,O
5.835499303372524,8.2313568,2.2669385968925297,O8,O
5.158063156028515e-16,8.4237564,0.0,O9,O
1.3185478033725229,8.2313568,2.2669385968925297,O10,O
3.5773126039982994,8.524138800000001,3.5789999950939846,O11,O
1.7885626039982996,10.4565,3.5789999950939846,O12,O
5.6832165,2.6894118,0.0,T1,Si
3.5773949083222463,1.5935706000000003,2.0071031972487066,T2,Si
-7.709471509935369e-05,7.7670882,1.4724005979816652,T3,Si
2.0039281039982995,8.8629294,3.5789999950939846,T4,Si
3.2013798138210746e-16,5.22825,0.0,T5,Si
2.2638420000000017,25.208530200000002,0.0,O1,O
1.312157888354574,23.138143200000002,1.3199351981906615,O2,O
3.5775000000000015,22.9457436,0.0,O3,O
1.3112057821628262,23.138143200000002,5.8387805919963265,O4,O
7.154812603998301,22.8495438,3.5789999950939846,O5,O
0.0006214272071472536,20.913,1.7966579975371804,O6,O
3.5774312256673775,27.0739698,1.3134929981994923,O7,O
2.2579993033725234,29.1443568,2.2669385968925297,O8,O
3.577500000000002,29.336756400000002,0.0,O9,O
4.896047803372525,29.1443568,2.2669385968925297,O10,O
7.154812603998301,29.4371388,3.5789999950939846,O11,O
5.366062603998301,31.369500000000002,3.5789999950939846,O12,O
2.1057165000000015,23.602411800000002,0.0,T1,Si
7.154894908322248,22.5065706,2.0071031972487066,T2,Si
3.577422905284902,28.6800882,1.4724005979816652,T3,Si
5.581428103998301,29.7759294,3.5789999950939846,T4,Si
3.577500000000002,26.14125,0.0,T5,Si
1.3136580000000002,4.2955302,0.0,O1,O
2.2649673196420252,2.2251432,5.838064791997308,O2,O
2.265919425833773,2.2251431999999998,1.319219398191643,O4,O
3.576503780789452,3.283047050658463e-16,5.361341992650789,O6,O
-0.0003060176707775062,6.160969799999999,5.844506991988477,O7,O
1.3191259046240758,8.2313568,4.891061393295439,O8,O
5.836077404624077,8.2313568,4.891061393295439,O10,O
5.3660626039983,10.4565,3.5789999950939846,O12,O
1.4717835000000001,2.6894118,0.0,T1,Si
3.577230299674352,1.5935706000000003,5.150896792939263,T2,Si
-0.0002976972883018793,7.7670882,5.685599392206304,T3,Si
5.1506971039983,8.8629294,3.5789999950939846,T4,Si
4.891158000000002,25.208530200000002,0.0,O1,O
5.842467319642028,23.138143200000002,5.838064791997308,O2,O
5.843419425833775,23.138143200000002,1.319219398191643,O4,O
-0.00018739600169969298,22.8495438,3.5789999950939846,O5,O
7.154003780789453,20.913,5.361341992650789,O6,O
3.577193982329224,27.0739698,5.844506991988477,O7,O
4.896625904624078,29.1443568,4.891061393295439,O8,O
2.258577404624077,29.1443568,4.891061393295439,O10,O
-0.0001873960016992896,29.4371388,3.5789999950939846,O11,O
1.788562603998301,31.369500000000002,3.5789999950939846,O12,O
5.049283500000002,23.602411800000002,0.0,T1,Si
-0.00026970032564683366,22.5065706,5.150896792939263,T2,Si
3.5772023027116995,28.6800882,5.685599392206304,T3,Si
1.5731971039983006,29.7759294,3.5789999950939846,T4,Si
1.3136580000000022,37.5304698,0.0,O1,O
2.2649673196420275,39.6008568,5.838064791997308,O2,O
2.4366342038954965e-15,39.793256400000004,0.0,O3,O
2.265919425833775,39.6008568,1.319219398191643,O4,O
3.5773126039983016,39.8894562,3.5789999950939846,O5,O
-0.0003060176707756996,35.665030200000004,5.844506991988477,O7,O
1.3191259046240773,33.5946432,4.891061393295439,O8,O
2.045297535454008e-15,33.4022436,0.0,O9,O
5.836077404624078,33.5946432,4.891061393295439,O10,O
3.577312603998301,33.301861200000005,3.5789999950939846,O11,O
1.4717835000000024,39.1365882,0.0,T1,Si
3.577230299674355,40.2324294,5.150896792939263,T2,Si
-0.00029769728830026943,34.058911800000004,5.685599392206304,T3,Si
5.150697103998301,32.9630706,3.5789999950939846,T4,Si
2.2409658696747524e-15,36.59775,0.0,T5,Si
4.891158000000001,16.6174698,0.0,O1,O
5.842467319642027,18.6878568,5.838064791997308,O2,O
3.5775000000000015,18.8802564,0.0,O3,O
5.843419425833774,18.6878568,1.319219398191643,O4,O
-0.00018739600169993015,18.9764562,3.5789999950939846,O5,O
3.577193982329223,14.7520302,5.844506991988477,O7,O
4.896625904624077,12.681643200000002,4.891061393295439,O8,O
3.577500000000001,12.4892436,0.0,O9,O
2.2585774046240763,12.681643200000002,4.891061393295439,O10,O
-0.00018739600170033352,12.388861200000001,3.5789999950939846,O11,O
5.049283500000001,18.2235882,0.0,T1,Si
-0.0002697003256470288,19.3194294,5.150896792939263,T2,Si
3.5772023027116986,13.1459118,5.685599392206304,T3,Si
1.5731971039982995,12.050070600000002,3.5789999950939846,T4,Si
3.577500000000001,15.684750000000001,0.0,T5,Si
5.841342000000003,37.5304698,0.0,O1,O
4.889657888354576,39.6008568,1.3199351981906615,O2,O
4.888705782162828,39.6008568,5.8387805919963265,O4,O
-6.877433262211695e-05,35.665030200000004,1.3134929981994923,O7,O
5.835499303372525,33.5946432,2.2669385968925297,O8,O
1.3185478033725244,33.5946432,2.2669385968925297,O10,O
5.683216500000003,39.1365882,0.0,T1,Si
3.577394908322249,40.2324294,2.0071031972487066,T2,Si
-7.709471509774379e-05,34.058911800000004,1.4724005979816652,T3,Si
2.0039281039983012,32.9630706,3.5789999950939846,T4,Si
2.2638420000000012,16.6174698,0.0,O1,O
1.3121578883545737,18.6878568,1.3199351981906615,O2,O
1.311205782162826,18.6878568,5.8387805919963265,O4,O
7.1548126039983,18.9764562,3.5789999950939846,O5,O
3.5774312256673766,14.7520302,1.3134929981994923,O7,O
2.2579993033725225,12.681643200000002,2.2669385968925297,O8,O
4.896047803372524,12.681643200000002,2.2669385968925297,O10,O
7.1548126039983,12.388861200000001,3.5789999950939846,O11,O
2.1057165000000015,18.2235882,0.0,T1,Si
7.154894908322247,19.3194294,2.0071031972487066,T2,Si
3.577422905284901,13.1459118,1.4724005979816652,T3,Si
5.5814281039983005,12.050070600000002,3.5789999950939846,T4,Si
12.996342,4.2955302,0.0,O1,O
12.044657888354573,2.2251431999999998,1.3199351981906615,O2,O
7.155,2.0327436,0.0,O3,O
12.043705782162824,2.2251432,5.8387805919963265,O4,O
10.732312603998299,1.9365438000000004,3.5789999950939846,O5,O
10.733121427207147,1.1001933374035703e-16,1.7966579975371804,O6,O
7.154931225667376,6.160969799999999,1.3134929981994923,O7,O
12.990499303372522,8.2313568,2.2669385968925297,O8,O
7.155000000000001,8.4237564,0.0,O9,O
8.473547803372522,8.2313568,2.2669385968925297,O10,O
10.732312603998299,8.524138800000001,3.5789999950939846,O11,O
8.943562603998298,10.4565,3.5789999950939846,O12,O
12.8382165,2.6894118,0.0,T1,Si
10.732394908322245,1.5935706000000003,2.0071031972487066,T2,Si
7.154922905284901,7.7670882,1.4724005979816652,T3,Si
9.1589281039983,8.8629294,3.5789999950939846,T4,Si
7.155,5.22825,0.0,T5,Si
9.418842000000001,25.208530200000002,0.0,O1,O
8.467157888354576,23.138143200000002,1.3199351981906615,O2,O
10.732500000000002,22.9457436,0.0,O3,O
8.466205782162827,23.138143200000002,5.8387805919963265,O4,O
14.309812603998301,22.8495438,3.5789999950939846,O5,O
