x,y,z
8.748,0.0,0.0
6.759438007893816e-16,11.039,0.0
1.0700351407549999e-15,1.0700351407549999e-15,17.475
8.748000000000001,11.039000000000001,17.475
Number of atoms in unit cell: 98
